hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:18289	ABHD11-AS1	ABHD11 antisense RNA 1 (tail to tail)	non-coding RNA	RNA, long non-coding	Approved	7q11.23	07q11.23	NCRNA00035	non-protein coding RNA 35	"WBSCR26|LINC00035"	"Williams Beuren syndrome chromosome region 26|Williams Beuren syndrome chromosome region 26 (non-protein coding)|long intergenic non-protein coding RNA 35"	Long non-coding RNAs (published)	788	2002-03-05	2014-07-08	2014-07-08	2017-10-13	171022	ENSG00000225969	OTTHUMG00000153263		BU595969	NR_026690			"24984296|25619660|28157695"		RGD:1585479			612545																	URS000075D729
HGNC:49685	ABHD15-AS1	ABHD15 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	17q11.2	17q11.2	"linc-TP53I13|lnc-TP53I13"						2014-02-04			2014-02-10	104355133	ENSG00000264031	OTTHUMG00000179722		CN275323				24504737																						URS000014D914
HGNC:41426	ACAP2-IT1	ACAP2 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	3q29	03q29				ACAP2 intronic transcript 1 (non-protein coding)			2011-05-04		2015-02-25	2015-02-25	100874306	ENSG00000229325	OTTHUMG00000155905	uc062rqs.1																											URS000057D897
HGNC:40701	ACBD3-AS1	ACBD3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1q42.12	01q42.12	RP11-275I14.4						2016-11-11			2017-09-21	107985353	ENSG00000234478	OTTHUMG00000041339		AW511419	NR_146443			28881755																						URS0000BC4615
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q13	02q13							2016-11-11			2016-11-11	400997	ENSG00000204581	OTTHUMG00000153643			NR_122074																									URS000075CC59
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q23.31	10q23.31	"uc001kfo.1|ZXF1|UC001kfo"						2013-03-01			2018-08-15	100132116	ENSG00000180139	OTTHUMG00000018703	uc001kfo.2	"AK093340|AX748062"	NR_125373			"24721325|28088733"																						URS00007E505A
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	14q24.1	14q24.1			C14orf84	"chromosome 14 open reading frame 84|ACTN1 antisense RNA 1 (non-protein coding)"			2002-12-18	2011-11-30	2012-08-15	2012-10-12	161159	ENSG00000259062	OTTHUMG00000171698	uc031qpf.1	"DB029126|AI147349"	NR_073422																									URS00001D1FF7
HGNC:53965	ACTR3-AS1	ACTR3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q14.1	02q14.1	AC104653.1						2018-07-05			2018-07-05	101060091					NR_110174			29959764																						URS000075A0DA
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3p22.2	03p22.2				ACVR2B antisense RNA 1 (non-protein coding)			2012-06-30		2012-08-15	2012-10-12	100128640	ENSG00000229589	OTTHUMG00000156031	uc003cie.2	AK025619	NR_028389																									URS00004374A2
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3p14.1	03p14.1				ADAMTS9 antisense RNA 1 (non-protein coding)			2011-07-27		2012-08-15	2017-02-16	101929335	ENSG00000241158	OTTHUMG00000158723	uc021xaa.3		NR_110150			27941916																						URS000075D0FD
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	3p14.1	03p14.1				ADAMTS9 antisense RNA 2 (non-protein coding)	Long non-coding RNAs (published)	788	2011-07-27		2012-08-15	2018-06-15	100507098	ENSG00000241684	OTTHUMG00000158725	uc003dml.5		NR_038264			"24833086|29707897"																			adamts9-as2			URS000075C89F
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5q23.3	05q23.3	RP11-346A9.1						2013-06-19			2014-11-18	103689846	ENSG00000249421	OTTHUMG00000163040		DA728271	NR_125748																									URS00000D55BF
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1q21.2	01q21.2	FLJ45786		C1orf138	chromosome 1 open reading frame 138			2005-07-08	2013-08-29	2013-08-29	2014-11-18	574406	ENSG00000203804	OTTHUMG00000034866		AK127688	NR_104133		Q5T5F5																							URS000075D769
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10p15.3	10p15.3	bA466B20.1		"C10orf109|NCRNA00168"	"chromosome 10 open reading frame 109|non-protein coding RNA 168|ADARB2 antisense RNA 1 (non-protein coding)"			2004-05-27	2011-08-11	2012-08-15	2017-09-08	642394	ENSG00000205696	OTTHUMG00000017542	uc057rfm.1		NR_033387		A8MUL3	28874676																						URS0000CCE155
HGNC:48682	ADD3-AS1	ADD3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q25.1	10q25.1							2013-06-06			2016-11-24	100505933	ENSG00000203876	OTTHUMG00000019028			NR_038943																									URS0000759A44
HGNC:49543	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q26.3	10q26.3			GPR123-AS1	GPR123 antisense RNA 1			2014-01-10	2015-03-03	2015-03-03	2015-03-03	100128127	ENSG00000256925	OTTHUMG00000019301			NR_111905																									URS000044FA74
HGNC:53314	ADGRD1-AS1	ADGRD1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33	LACAT8	lung adenocarcinoma-associated transcript 8					2017-03-22			2017-03-22	105755954	ENSG00000256151	OTTHUMG00000168346			NR_131950			25599403																						URS00008E3A2B
HGNC:50604	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4q13.1	04q13.1			LPHN3-AS1	LPHN3 antisense RNA 1			2014-05-22	2015-03-03	2015-03-03	2015-03-03	101927186	ENSG00000248692	OTTHUMG00000160691			NR_110595																									URS000075B27D
HGNC:40648	ADIPOQ-AS1	ADIPOQ antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3q27.3	03q27.3				ADIPOQ antisense RNA 1 (non-protein coding)			2011-07-25		2012-08-15	2014-11-19	100874095	ENSG00000226482	OTTHUMG00000156514	uc031sct.2		NR_046662																									URS00009BF5F8
HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q23.2	10q23.2							2013-02-20			2015-01-29	100133190	ENSG00000272734	OTTHUMG00000185998	uc057uqy.1	AK128041																										URS00008B6552
HGNC:51227	ADNP-AS1	ADNP antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	20q13.13	20q13.13							2014-08-08			2014-08-08	101927631	ENSG00000259456	OTTHUMG00000172534			NR_110009																									URS000075E7BC
HGNC:37122	ADORA2A-AS1	ADORA2A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	22q11.23	22q11.23	FLJ34651		C22orf45	chromosome 22 open reading frame 45			2009-08-15	2012-10-11	2012-10-11	2016-11-09	646023	ENSG00000178803	OTTHUMG00000150735	uc062cjs.1	AK091970	NR_028483		P86434	19726446				ADORA2A-AS1																		URS00008E39D5
HGNC:44144	ADPGK-AS1	ADPGK antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	15q24.1	15q24.1				ADPGK antisense RNA 1 (non-protein coding)			2012-06-30		2012-08-15	2018-04-19	100287559	ENSG00000260898	OTTHUMG00000173100	uc002avk.1	AK127877	NR_040107			29667486																						URS00004A7F77
HGNC:28141	AFAP1-AS1	AFAP1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4p16.1	04p16.1	MGC10981		"AFAP1AS|AFAP1-AS"	"AFAP1 antisense RNA (non-protein coding)|AFAP1 antisense RNA 1 (non-protein coding)"	Long non-coding RNAs (published)	788	2010-07-08	2010-11-25	2012-08-15	2016-11-24	84740	ENSG00000272620	OTTHUMG00000186238	uc003gkd.5	BC004397	NR_026892			"23333711|26892468"																			AFAP1AS			URS000075E0F9
HGNC:21236	AFDN-DT	AFDN divergent transcript	non-coding RNA	RNA, long non-coding	Approved	6q27	06q27	"HGC6.4|dJ431P23.3"		"C6orf124|MLLT4-AS1|AFDN-AS1"	"chromosome 6 open reading frame 124|MLLT4 antisense RNA 1 (non-protein coding)|MLLT4 antisense RNA 1 (head to head)|AFDN antisense RNA 1 (head to head)"			2003-05-29	2017-09-21	2017-09-21	2017-09-21	653483	ENSG00000198221	OTTHUMG00000016029	uc003qwa.3		NR_027906		Q9Y6Z5	10382971																						URS000075BCEE
HGNC:53447	AFF1-AS1	AFF1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4q21.3	04q21.3							2017-04-19			2017-04-19	100506746					NR_038841																									URS000075D11F
HGNC:41334	AFF2-IT1	AFF2 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	Xq28	Xq28				AFF2 intronic transcript 1 (non-protein coding)			2011-05-20		2015-02-25	2015-02-25	100874269	ENSG00000223516	OTTHUMG00000022611	uc065bmd.1																											URS00001F0F1B
HGNC:41427	AGAP1-IT1	AGAP1 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	2q37.2	02q37.2				AGAP1 intronic transcript 1 (non-protein coding)			2011-05-20		2015-02-25	2015-02-25	100506749	ENSG00000235529	OTTHUMG00000153124	uc061txt.1		NR_131900																									URS00008E3A47
HGNC:48633	AGAP2-AS1	AGAP2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	12q14.1	12q14.1	"LOC100130776|PUNISHER"						2013-05-30			2016-10-03	100130776	ENSG00000255737	OTTHUMG00000170286		"BC039697|BC069024"	NR_027032			"25392693|27195672"																						URS000075E9B8
HGNC:48617	AGBL1-AS1	AGBL1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	15q25.3	15q25.3							2013-05-24			2013-05-24	727915	ENSG00000260125	OTTHUMG00000172872			NR_046012																									URS000075E9BB
HGNC:41482	AGBL4-IT1	AGBL4 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	1p33	01p33				AGBL4 intronic transcript 1 (non-protein coding)			2011-06-08		2015-02-25	2015-02-25	100874313	ENSG00000225623	OTTHUMG00000008155	uc031tzy.1		NR_046839																									URS00001BDE86
HGNC:41133	AGBL5-AS1	AGBL5 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2p23.3	02p23.3				AGBL5 antisense RNA 1 (non-protein coding)			2011-06-08		2012-08-15	2014-11-19	100874031	ENSG00000231636	OTTHUMG00000151996	uc061hjm.1		NR_046730																									URS00003B86EF
HGNC:41484	AGBL5-IT1	AGBL5 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	2p23.3	02p23.3				AGBL5 intronic transcript 1 (non-protein coding)			2011-06-08		2015-02-25	2015-02-25	106481744	ENSG00000229122	OTTHUMG00000151991	uc061hjv.1																											URS0000318C7A
HGNC:20988	AGPAT4-IT1	AGPAT4 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	6q26	06q26	FLJ23112		"C6orf59|NCRNA00241"	"chromosome 6 open reading frame 59|non-protein coding RNA 241|AGPAT4 intronic transcript 1 (non-protein coding)"			2003-04-29	2011-08-11	2015-02-25	2016-10-04	79992	ENSG00000279355	OTTHUMG00000152859	uc003qtu.5	AK026765	NR_024277		Q9H0P7																							URS000075D301
HGNC:34515	AIRN	antisense of IGF2R non-protein coding RNA	non-coding RNA	RNA, long non-coding	Approved	6q25.3	06q25.3	"AIR|NCRNA00088|IGF2RAS|IGF2R-AS1"	"non-protein coding RNA 88|IGF2R antisense RNA 1 (non-protein coding)"		antisense of IGF2R RNA (non-protein coding)	Long non-coding RNAs (published)	788	2008-11-25		2012-08-16	2018-08-15	100271873	ENSG00000268257	OTTHUMG00000183173	uc031sqx.1		NR_047511			"18789384|19008856"	MGI:1353471				604893														Air			URS000041E62F
HGNC:41304	AKT3-IT1	AKT3 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	1q44	01q44				AKT3 intronic transcript 1 (non-protein coding)			2011-05-20		2015-02-25	2015-02-25	100874263	ENSG00000228939	OTTHUMG00000039993	uc057qwa.1																											URS00002C213E
HGNC:40244	ALDH1L1-AS1	ALDH1L1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3q21.3	03q21.3				ALDH1L1 antisense RNA 1 (non-protein coding)			2011-07-28		2012-08-15	2014-11-19	100874204	ENSG00000250218	OTTHUMG00000162640	uc031sbq.2		NR_046602																									URS000025E490
HGNC:42446	ALDH1L1-AS2	ALDH1L1 antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	3q21.3	03q21.3				ALDH1L1 antisense RNA 2 (non-protein coding)			2011-07-28		2012-08-15	2014-11-19	100862662	ENSG00000246022	OTTHUMG00000162642	uc062nki.1		NR_046383																									URS000075DB32
HGNC:41409	ALG9-IT1	ALG9 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	11q23.1	11q23.1				ALG9 intronic transcript 1 (non-protein coding)			2011-05-20		2015-02-25	2015-02-25	100874303	ENSG00000254450	OTTHUMG00000166796	uc058hfk.1																											URS000060D3B6
HGNC:41277	ALG13-AS1	ALG13 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	Xq23	Xq23				ALG13 antisense RNA 1 (non-protein coding)			2011-07-29		2012-08-15	2014-11-19	106478971	ENSG00000229487	OTTHUMG00000067670	uc065atf.1																											URS0000576C61
HGNC:48670	ALKBH3-AS1	ALKBH3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11p11.2	11p11.2							2013-06-06			2013-06-06	100507300	ENSG00000244926	OTTHUMG00000166553			NR_038907																									URS000075AA52
HGNC:41305	ALMS1-IT1	ALMS1 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	2p13.1	02p13.1				ALMS1 intronic transcript 1 (non-protein coding)			2011-06-08		2015-02-25	2015-02-25	100874291	ENSG00000230002	OTTHUMG00000152785	uc032nrh.2	BC041487	NR_046762																									URS000075CB55
HGNC:51342	ALOX12-AS1	ALOX12 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	17p13.1	17p13.1							2014-10-10			2014-10-10	100506713	ENSG00000215067	OTTHUMG00000132903		AK074580	NR_040089																									URS000075A15F
HGNC:41306	AMMECR1-IT1	AMMECR1 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	Xq23	Xq23				AMMECR1 intronic transcript 1 (non-protein coding)			2011-06-08		2015-02-25	2015-02-25	100874352	ENSG00000224142	OTTHUMG00000022194	uc065ars.1																											URS00005FEBAC
HGNC:39891	ANKRD10-IT1	ANKRD10 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	13q34	13q34				ANKRD10 intronic transcript 1 (non-protein coding)			2011-04-08		2015-02-25	2015-02-25	100505494	ENSG00000229152	OTTHUMG00000046190	uc058yhs.1																											URS0000764FAC
HGNC:41298	ANKRD33B-AS1	ANKRD33B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5p15.2	05p15.2				ANKRD33B antisense RNA 1 (non-protein coding)			2011-06-08		2012-08-15	2014-11-19	100874247	ENSG00000250106	OTTHUMG00000162124	uc063ciy.1																											URS0000611DC2
HGNC:48618	ANKRD34C-AS1	ANKRD34C antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	15q25.1	15q25.1							2014-11-21			2014-11-21	729911	ENSG00000259234	OTTHUMG00000172071		"DA336675|DA364073"	NR_038997																									URS000075B35A
HGNC:41477	ANKRD44-IT1	ANKRD44 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	2q33.1	02q33.1				ANKRD44 intronic transcript 1 (non-protein coding)			2011-06-08		2015-02-25	2015-02-25	101927547	ENSG00000236977	OTTHUMG00000154409	uc032oos.1		NR_046837																									URS00003BCF80
HGNC:40016	ANO1-AS1	ANO1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11q13.3	11q13.3				ANO1 antisense RNA 1 (non-protein coding)			2011-04-28		2012-08-15	2014-11-19	100873981	ENSG00000254902	OTTHUMG00000167205	uc058eru.1																											URS00000709A4
HGNC:25672	ANP32A-IT1	ANP32A intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	15q23	15q23	"FLJ11722|HsT18971"		"C15orf28|NCRNA00321"	"chromosome 15 open reading frame 28|non-protein coding RNA 321|ANP32A intronic transcript 1 (non-protein coding)"			2004-06-29	2011-08-11	2015-02-25	2015-02-25	80035				AK021784	NR_026808			14702039																						URS000075B48D
HGNC:41307	AOAH-IT1	AOAH intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	7p14.2	07p14.2				AOAH intronic transcript 1 (non-protein coding)			2011-05-19		2015-02-25	2018-09-21	100874264	ENSG00000230539	OTTHUMG00000154938	uc031swz.1		NR_046764																									URS0000011308
HGNC:44114	AP4B1-AS1	AP4B1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p13.2	01p13.2				AP4B1 antisense RNA 1 (non-protein coding)			2012-06-23		2012-08-15	2012-10-12	100287722	ENSG00000226167	OTTHUMG00000011941	uc001edv.3	AK123199	NR_037864																									URS000036AE88
HGNC:27152	APCDD1L-DT	APCDD1L divergent transcript	non-coding RNA	RNA, long non-coding	Approved	20q13.32	20q13.32			APCDD1L-AS1	"APCDD1L antisense RNA 1 (non-protein coding)|APCDD1L antisense RNA 1|APCDD1L antisense RNA 1 (head to head)"			2012-08-09	2018-03-21	2018-03-21	2018-03-21	149773	ENSG00000231290	OTTHUMG00000032847	uc002xzg.3	"AI077602|AK054637"	NR_034147																									URS000075A519
HGNC:40079	APOA1-AS	APOA1 antisense RNA	non-coding RNA	RNA, long non-coding	Approved	11q23.3	11q23.3					Long non-coding RNAs (published)	788	2014-01-04			2016-11-24	104326055	ENSG00000235910	OTTHUMG00000150649		DA327409	NR_126362			24388749																			apoas1			URS00005069DC
HGNC:43836	APOBEC3B-AS1	APOBEC3B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	22q13.1	22q13.1				APOBEC3B antisense RNA 1 (non-protein coding)			2012-03-23		2012-08-15	2012-10-12	100874530	ENSG00000249310	OTTHUMG00000151083	uc032qpc.2	CX754295	NR_104187																									URS000075D1EF
HGNC:44173	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator	non-coding RNA	RNA, long non-coding	Approved	7q11.23	07q11.23			RSBN1L-AS1	"RSBN1L antisense RNA 1 (non-protein coding)|Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding)"	Long non-coding RNAs (published)	788	2012-06-30	2014-04-22	2018-05-16	2018-05-16	100505854	ENSG00000214293	OTTHUMG00000162596		AF290475	NR_038361			24748121		RGD:9685233			616048																	URS000075BCAA
HGNC:26399	AQP4-AS1	AQP4 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	18q11.2	18q11.2	FLJ30507		"C18orf16|CHST9-AS1"	"chromosome 18 open reading frame 16|CHST9 antisense RNA 1"			2004-04-30	2012-10-03	2012-10-03	2016-10-05	147429	ENSG00000260372	OTTHUMG00000131954	uc010xbm.3	AK055069	NR_026908																									URS00000BF0FE
HGNC:39993	ARAP1-AS1	ARAP1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11q13.4	11q13.4				ARAP1 antisense RNA 1 (non-protein coding)			2011-04-20		2012-08-15	2014-11-19	100874075	ENSG00000256007	OTTHUMG00000167950	uc058fck.1																											URS0000379690
HGNC:39994	ARAP1-AS2	ARAP1 antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	11q13.4	11q13.4				ARAP1 antisense RNA 2 (non-protein coding)			2011-04-20		2012-08-15	2014-11-19	100506020	ENSG00000245148	OTTHUMG00000167951	uc058fcw.1		NR_146780																									URS000030B95E
HGNC:51593	ARF4-AS1	ARF4 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3p14.3	03p14.3							2015-03-11			2015-03-11	106144532	ENSG00000272146	OTTHUMG00000185640		"BF793425|AI127075"	NR_132369																									URS00008E39FC
HGNC:20279	ARHGAP5-AS1	ARHGAP5 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	14q12	14q12	MGC15504		C14orf128	"chromosome 14 open reading frame 128|ARHGAP5 antisense RNA 1 (non-protein coding)|ARHGAP5 antisense RNA 1"			2003-01-17	2011-11-29	2012-10-17	2012-10-17	84837	ENSG00000258655	OTTHUMG00000170588	uc010amk.4	BC007251	NR_027263		Q96IT6																							URS000075C624
HGNC:42944	ARHGAP22-IT1	ARHGAP22 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	10q11.22	10q11.22	FLJ35752			ARHGAP22 intronic transcript 1 (non-protein coding)			2011-09-07		2015-02-25	2015-02-25	100689073	ENSG00000248682	OTTHUMG00000159998	uc057tdj.1	AK093071	NR_146782																									URS0000BC4499
HGNC:40792	ARHGAP26-AS1	ARHGAP26 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5q31.3	05q31.3				ARHGAP26 antisense RNA 1 (non-protein coding)			2011-05-19		2012-08-15	2014-11-19	100874239	ENSG00000226272	OTTHUMG00000059702	uc003lmv.4		NR_046680																									URS00004B4E7B
HGNC:41429	ARHGAP26-IT1	ARHGAP26 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	5q31.3	05q31.3				ARHGAP26 intronic transcript 1 (non-protein coding)			2011-05-19		2015-02-25	2015-02-25	100874372	ENSG00000230789	OTTHUMG00000067192	uc063ifw.1		NR_046816																									URS00002F3A59
HGNC:41235	ARHGAP31-AS1	ARHGAP31 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3q13.33	03q13.33				ARHGAP31 antisense RNA 1 (non-protein coding)			2011-07-28		2012-08-15	2014-11-19	100874246	ENSG00000241155	OTTHUMG00000159360	uc062mtq.1		NR_046748																									URS00001B54E5
HGNC:40083	ARHGEF3-AS1	ARHGEF3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3p14.3	03p14.3				ARHGEF3 antisense RNA 1 (non-protein coding)			2011-07-28		2012-08-15	2014-11-19	100874200	ENSG00000240198	OTTHUMG00000158863	uc031sae.2		NR_046572																									URS000075F0AD
HGNC:39816	ARHGEF7-AS1	ARHGEF7 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	13q34	13q34				ARHGEF7 antisense RNA 1 (non-protein coding)			2011-05-05		2012-08-15	2014-11-19	100874226	ENSG00000227352	OTTHUMG00000017355	uc058yie.1		NR_046516																									URS000075DC06
HGNC:40717	ARHGEF7-AS2	ARHGEF7 antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	13q34	13q34				ARHGEF7 antisense RNA 2 (non-protein coding)			2011-05-05		2012-08-15	2014-11-19	100874238	ENSG00000235875	OTTHUMG00000017353	uc058yhz.1		NR_046667																									URS0000495429
HGNC:41408	ARHGEF7-IT1	ARHGEF7 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	13q34	13q34				ARHGEF7 intronic transcript 1 (non-protein coding)			2011-05-04		2015-02-25	2015-02-25	100874371	ENSG00000233644	OTTHUMG00000017354	uc058yid.1																											URS000043569B
HGNC:41401	ARHGEF9-IT1	ARHGEF9 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	Xq11.1	Xq11.1				ARHGEF9 intronic transcript 1 (non-protein coding)			2011-06-08		2015-02-25	2015-02-25	100874355	ENSG00000231729	OTTHUMG00000021698	uc033egi.1		NR_138419																									URS0000A763C5
