hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:141	ACTBP8	actin, beta pseudogene 8	pseudogene	pseudogene	Approved	6q15	06q15	ACTBP2						1995-12-13			2014-11-19	68	ENSG00000220267	OTTHUMG00000015186		V00481	NG_000840			6296793											PGOHUM00000243288											
HGNC:142	ACTBP9	actin, beta pseudogene 9	pseudogene	pseudogene	Approved	18q21.33	18q21.33							1995-12-13			2015-01-19	69	ENSG00000266920	OTTHUMG00000180164		D50604	NG_003162			8941379											PGOHUM00000235085											
HGNC:31819	ACTBP10	actin, beta pseudogene 10	pseudogene	pseudogene	Approved	14q11.2	14q11.2							2004-09-07			2014-11-19	446207					NG_032756																									
HGNC:33971	ACTBP11	actin, beta pseudogene 11	pseudogene	pseudogene	Approved	1q41	01q41							2008-01-31			2015-01-19	644220	ENSG00000188460	OTTHUMG00000037470			NG_007577														PGOHUM00000296067											
HGNC:150	ACTBP12	actin, beta pseudogene 12	pseudogene	pseudogene	Approved	1p22.1	01p22.1			ACTGP5	actin, gamma pseudogene 5			1995-12-18	2009-12-16	2009-12-16	2015-01-19	100462767	ENSG00000233125	OTTHUMG00000010284			NG_026958														PGOHUM00000295746											
HGNC:44626	ACTBP13	actin, beta pseudogene 13	pseudogene	pseudogene	Approved	3p21.31	03p21.31							2012-11-21			2012-11-21	389120	ENSG00000234667	OTTHUMG00000154689			NG_028183														PGOHUM00000237624											
HGNC:45086	ACTBP14	actin, beta pseudogene 14	pseudogene	pseudogene	Approved	10q22.1	10q22.1							2013-02-08			2015-01-19	389976	ENSG00000229001	OTTHUMG00000018365			NG_022182														PGOHUM00000290195											
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	pseudogene	pseudogene	Approved	3q23	03q23			"ACTGP1|ACT1GP1"	actin, gamma pseudogene 1			1988-08-16	2009-12-11	2015-01-19	2015-01-19	73	ENSG00000178631	OTTHUMG00000150294		D50658	NG_001068														PGOHUM00000299613											
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	pseudogene	pseudogene	Approved	Yq11.222	Yq11.222			"ACTL2|ACTGP2"	actin, gamma pseudogene 2			1988-08-16	2009-12-14	2015-01-19	2015-01-19	74	ENSG00000229129	OTTHUMG00000041662			NG_004636														PGOHUM00000305494											
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	pseudogene	pseudogene	Approved	20p13	20p13			ACTGP3	actin, gamma pseudogene 3			1995-09-20	2009-12-14	2015-01-19	2015-01-19	75	ENSG00000215388	OTTHUMG00000031654		AF196978	NG_000842			8941379											PGOHUM00000297037											
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	pseudogene	pseudogene	Approved	1p21.1	01p21.1			ACTGP4	actin, gamma pseudogene 4			1995-12-18	2009-12-15	2015-01-19	2016-10-05	648740	ENSG00000236085	OTTHUMG00000011022			NR_024438			1692956											PGOHUM00000296428											
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	pseudogene	pseudogene	Approved	1p21	01p21			ACTGP6	actin, gamma pseudogene 6			1995-12-18	2009-12-16	2015-01-19	2015-01-19	78								1692956																						
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	pseudogene	pseudogene	Approved	1p21	01p21			ACTGP7	actin, gamma pseudogene 7			1995-12-18	2009-12-16	2015-01-19	2015-01-19	79								1692956																						
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	pseudogene	pseudogene	Approved	1p21	01p21			ACTGP8	actin, gamma pseudogene 8			1995-12-18	2009-12-16	2015-01-19	2015-01-19	80								1692956																						
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	pseudogene	pseudogene	Approved	6p12.3	06p12.3			ACTGP9	actin, gamma pseudogene 9			1996-07-15	2009-12-15	2015-01-19	2015-01-19	82	ENSG00000229349	OTTHUMG00000014780		D50659	NG_001069														PGOHUM00000301804											
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	pseudogene	pseudogene	Approved	Xp11.22	Xp11.22			"ACTL1|ACTGP10"	"actin-like 1|actin, gamma pseudogene 10"			1986-01-01	2009-12-15	2015-01-19	2015-01-19	83	ENSG00000231340	OTTHUMG00000021601		AL139396	NG_003039			6592095											PGOHUM00000304636											
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	pseudogene	pseudogene	Approved	Yq11.222	Yq11.222							2009-12-16		2015-01-19	2015-01-19	414754	ENSG00000229465	OTTHUMG00000041957			NG_004636														PGOHUM00000305682											
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	pseudogene	pseudogene	Approved	3p25.2	03p25.2							2012-11-12		2015-01-19	2015-01-19	100418921	ENSG00000226642	OTTHUMG00000155334			NG_011728														PGOHUM00000299346											
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	pseudogene	pseudogene	Approved	3q12.1	03q12.1							2013-08-19		2015-01-19	2015-03-10	100418920	ENSG00000241305	OTTHUMG00000159398			NG_025603														PGOHUM00000299101											
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	pseudogene	pseudogene	Approved	9p24.1	09p24.1							2014-02-13		2015-01-19	2015-01-19	100418910	ENSG00000230581	OTTHUMG00000019534			NG_023870														PGOHUM00000304104											
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	pseudogene	pseudogene	Approved	15q14	15q14							2015-01-19			2015-01-19	100418951	ENSG00000259904	OTTHUMG00000173385			NG_025296														PGOHUM00000292902											
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	pseudogene	pseudogene	Approved	16q12.1	16q12.1							2015-01-19			2015-01-19	100418960	ENSG00000260298	OTTHUMG00000173450			NG_026370														PGOHUM00000293608											
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	pseudogene	pseudogene	Approved	15q25.2	15q25.2							2015-01-19			2015-01-22	283693	ENSG00000259315	OTTHUMG00000172407			NR_036446														PGOHUM00000293043											
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	pseudogene	pseudogene	Approved	6q16.3	06q16.3							2015-01-19			2015-01-19	100418924	ENSG00000218475	OTTHUMG00000015280			NG_009224														PGOHUM00000301490											
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	pseudogene	pseudogene	Approved	9q31.1	09q31.1							2015-01-19			2015-01-19	644160	ENSG00000237999	OTTHUMG00000020369			NG_021670														PGOHUM00000304420											
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	pseudogene	pseudogene	Approved	1p36.11	01p36.11							2015-01-19			2015-01-19	644961	ENSG00000241547	OTTHUMG00000004411			NR_033926														PGOHUM00000296261											
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	pseudogene	pseudogene	Approved	1p31.1	01p31.1							2015-01-19			2015-01-19	100131291	ENSG00000232672	OTTHUMG00000039957			NG_022723														PGOHUM00000295723											
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	pseudogene	pseudogene	Approved	2p16.1	02p16.1							2015-01-19			2015-01-19	100131953	ENSG00000271615	OTTHUMG00000184337			NG_021565														PGOHUM00000298443											
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	pseudogene	pseudogene	Approved	3q26.31	03q26.31							2015-01-19			2015-01-19	442097	ENSG00000230362	OTTHUMG00000157141			NG_022227														PGOHUM00000299277											
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	pseudogene	pseudogene	Approved	17p11.2	17p11.2			POTENP	POTE ankyrin domain family, member N, pseudogene			2014-01-30	2015-01-26	2015-01-26	2015-01-26	441783	ENSG00000226359	OTTHUMG00000059280			NG_022456														PGOHUM00000237244											
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	pseudogene	pseudogene	Approved	4q26	04q26							2012-05-28		2016-01-18	2016-01-18	344978	ENSG00000213493	OTTHUMG00000161135			NG_022074														PGOHUM00000246045											
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	pseudogene	pseudogene	Approved	1p34.3	01p34.3							2012-05-28		2016-01-18	2016-01-18	391026	ENSG00000214141	OTTHUMG00000004315																	PGOHUM00000244676											
HGNC:51621	ACTP1	actin family pseudogene 1	pseudogene	pseudogene	Approved	2q12.3	02q12.3							2015-03-26			2018-05-23	106480335	ENSG00000229890	OTTHUMG00000153365			NG_044542														PGOHUM00000298612											
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	pseudogene	pseudogene	Approved	Yq11.21	Yq11.21				ARP3 actin-related protein 3 homolog B (yeast) pseudogene 1			2010-02-05		2013-09-12	2015-01-19	643050	ENSG00000270242	OTTHUMG00000185098			NG_005799														PGOHUM00000233948											
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	pseudogene	pseudogene	Approved	2p11.1	02p11.1	FKSG73			ARP3 actin-related protein 3 homolog B (yeast) pseudogene 2			2010-07-20		2013-09-12	2014-11-19	440888	ENSG00000226481	OTTHUMG00000155085			NR_027714														PGOHUM00000240774											
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	pseudogene	pseudogene	Approved	16p11.2	16p11.2				ARP3 actin-related protein 3 homolog B (yeast) pseudogene 3			2010-07-20		2013-09-12	2015-01-19	647156	ENSG00000260327	OTTHUMG00000176495			NG_005800														PGOHUM00000248822											
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	pseudogene	pseudogene	Approved	4q24	04q24				ARP3 actin-related protein 3 homolog B (yeast) pseudogene 4			2010-07-20		2013-09-12	2014-11-19	777774	ENSG00000249283	OTTHUMG00000161015			NG_005802														PGOHUM00000246015											
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	pseudogene	pseudogene	Approved	10p11.1	10p11.1				ARP3 actin-related protein 3 homolog B (yeast) pseudogene 5			2010-07-20		2013-09-12	2014-11-19	399746	ENSG00000227264	OTTHUMG00000018000			NR_045000														PGOHUM00000238743											
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	pseudogene	pseudogene	Approved	22q11.1	22q11.1				ARP3 actin-related protein 3 homolog B (yeast) pseudogene 6			2010-07-20		2013-09-12	2014-11-19	644773	ENSG00000226444	OTTHUMG00000140398			NG_005801														PGOHUM00000246380											
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	pseudogene	pseudogene	Approved	14q11.2	14q11.2				ARP3 actin-related protein 3 homolog (yeast) pseudogene 1			2004-09-07		2013-09-12	2014-11-19	100288580					NG_023029														PGOHUM00000247736											
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	pseudogene	pseudogene	Approved	Xq13.1	Xq13.1				ARP3 actin-related protein 3 homolog (yeast) pseudogene 2			2010-07-20		2013-09-12	2014-11-19	100129013	ENSG00000232267	OTTHUMG00000021749			NG_022669														PGOHUM00000241828											
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	pseudogene	pseudogene	Approved	3q12.2	03q12.2				ARP3 actin-related protein 3 homolog (yeast) pseudogene 3			2010-07-20		2013-09-12	2014-11-19	100128020	ENSG00000242573	OTTHUMG00000159092			NG_022261														PGOHUM00000238117											
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	pseudogene	pseudogene	Approved	4q25	04q25				ARP6 actin-related protein 6 homolog (yeast) pseudogene 1			2012-07-09		2013-09-12	2013-09-12	100421495	ENSG00000248915	OTTHUMG00000160993			NG_025147														PGOHUM00000261381											
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	pseudogene	pseudogene	Approved	3p22.2	03p22.2				adenosine deaminase domain containing 1 (testis-specific) pseudogene 1			2012-11-15		2015-11-24	2015-11-24	100422386					NG_025689														PGOHUM00000237999											
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	pseudogene	pseudogene	Approved	18q21.1	18q21.1				adenosine deaminase domain containing 1 (testis-specific) pseudogene 2			2012-11-15		2015-11-24	2015-11-24	100422407	ENSG00000267511	OTTHUMG00000179830			NG_012925														PGOHUM00000235056											
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	pseudogene	pseudogene	Approved	12q24.12-q24.13	12q24.12-q24.13	"FTNAP|PH-30a|Ftna|ADAM1P"	fertilin alpha	ADAM1	"a disintegrin and metalloproteinase domain 1 (fertilin alpha) pseudogene|ADAM metallopeptidase domain 1, pseudogene|ADAM metallopeptidase domain 1A, pseudogene"	ADAM metallopeptidase domain containing	47	1998-12-01	2012-08-22	2014-11-28	2018-02-13	8759	ENSG00000229186	OTTHUMG00000154247		Y09232	NG_001216			9032439	MGI:2429504	RGD:621467											M12.P03									
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	pseudogene	pseudogene	Approved	12q24.13	12q24.13				ADAM metallopeptidase domain 1B, pseudogene	ADAM metallopeptidase domain containing	47	2012-08-22		2014-11-28	2014-11-28	100420505	ENSG00000226469	OTTHUMG00000154246			NG_024129				MGI:2429506										PGOHUM00000291806											
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	pseudogene	pseudogene	Approved	8p11.22	08p11.22	"ADAM3|tMDCI"		CYRN1	"cyritestin 1|a disintegrin and metalloproteinase domain 3a (cyritestin 1)|ADAM metallopeptidase domain 3A, pseudogene|ADAM metallopeptidase domain 3A"	ADAM metallopeptidase domain containing	47	1997-04-10		2012-06-11	2014-11-19	1587	ENSG00000197475	OTTHUMG00000154991		X89657	NR_001569			"9502432|11439107"	MGI:102518												M12.P02									
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	pseudogene	pseudogene	Approved	16q12.1	16q12.1		cyritestin 2	CYRN2	"a disintegrin and metalloproteinase domain 3b (cyritestin 2)|ADAM metallopeptidase domain 3B (non-functional)"	ADAM metallopeptidase domain containing	47	1997-04-10		2012-06-11	2014-11-19	1596	ENSG00000260089	OTTHUMG00000173492		Y10615	NG_001526			"9284909|9502432|11439107"											PGOHUM00000250658		M12.975									
